sampleID,SampleID,group,series,stage,plant_rep,harvest_date,PlantID,height,predry_w_env,postdry_w_env,envelope,predry,postdry,compartment,compartment_code,RP_extr_number,RS_extr_number,pellet_date,extr_date,extr_group,sample_type,control_type,experiment
RS_205,RS_205,Zeb,growth,V3,2,30-Aug,Zeb_growth_V3_2,11.5,6.59,3.3,2.5,4.09,0.8,rhizosphere,RS,,205,,5/13/23,10,sample,,rhizo_assembly
RS_206,RS_206,Zeb,growth,V3,4,30-Aug,Zeb_growth_V3_4,10.1,5.92,3.18,2.5,3.42,0.68,rhizosphere,RS,,206,,5/13/23,10,sample,,rhizo_assembly
RS_207,RS_207,Zeb,growth,V4,1,6-Sep,Zeb_growth_V4_1,9.6,12.52,9.54,8.88,3.64,0.66,rhizosphere,RS,,207,,5/13/23,10,sample,,rhizo_assembly
RS_208,RS_208,Zeb,time,day3,5,8-Aug,Zeb_time_day3_5,0,,,,,,rhizosphere,RS,,208,,5/13/23,10,sample,,rhizo_assembly
RS_209,RS_209,Zeb,time,day49,2,23-Sep,Zeb_time_day49_2,18.3,27.58,18.87,16.27,11.31,2.6,rhizosphere,RS,,209,,5/13/23,10,sample,,rhizo_assembly
RS_210,RS_210,Zeb,time,day49,5,23-Sep,Zeb_time_day49_5,18.7,27.55,18.95,16.27,11.28,2.68,rhizosphere,RS,,210,,5/13/23,10,sample,,rhizo_assembly
RS_211,RS_211,,,,,,Negative_group10,,,,,,,rhizosphere,RS,,211,,5/13/23,10,control,negative,rhizo_assembly
RS_212,RS_212,Control,growth,R4,1,11-Sep,Control_growth_R4_1,21.4,59.84,22.09,16.27,43.57,5.82,rhizosphere,RS,,212,,5/13/23,11,sample,,rhizo_assembly
RS_213,RS_213,Control,growth,R7,4,28-Sep,Control_growth_R7_4,24.2,51.38,26.01,16.27,35.11,9.74,rhizosphere,RS,,213,,5/13/23,11,sample,,rhizo_assembly
RS_214,RS_214,Control,growth,R7,5,28-Sep,Control_growth_R7_5,25.7,34.76,26.5,16.27,18.49,10.23,rhizosphere,RS,,214,,5/13/23,11,sample,,rhizo_assembly
RS_215,RS_215,Control,growth,V3,3,24-Aug,Control_growth_V3_3,20.3,23.24,18.42,16.27,6.97,2.15,rhizosphere,RS,,215,,5/13/23,11,sample,,rhizo_assembly
RS_216,RS_216,Control,growth,V4,3,30-Aug,Control_growth_V4_3,20.3,25.85,18.17,16.27,9.58,1.9,rhizosphere,RS,,216,,5/13/23,11,sample,,rhizo_assembly
RS_217,RS_217,Control,time,day3,3,8-Aug,Control_time_day3_3,0,,,,,,rhizosphere,RS,,217,,5/13/23,11,sample,,rhizo_assembly
RS_218,RS_218,Control,time,day35,3,9-Sep,Control_time_day35_3,33.9,37.2,20.25,16.27,20.93,3.98,rhizosphere,RS,,218,,5/13/23,11,sample,,rhizo_assembly
RS_219,RS_219,Control,time,day49,4,23-Sep,Control_time_day49_4,35.4,47.77,25.05,16.27,31.5,8.78,rhizosphere,RS,,219,,5/13/23,11,sample,,rhizo_assembly
RS_220,RS_220,Control,time,day63,5,7-Oct,Control_time_day63_5,30.9,40.14,27.85,16.27,23.87,11.58,rhizosphere,RS,,220,,5/13/23,11,sample,,rhizo_assembly
RS_221,RS_221,Control,time,day7,4,12-Aug,Control_time_day7_4,7.3,4.78,2.91,2.5,2.28,0.41,rhizosphere,RS,,221,,5/13/23,11,sample,,rhizo_assembly
RS_222,RS_222,Zeb,growth,R7,4,19-Oct,Zeb_growth_R7_4,20.6,31.87,29.89,16.27,15.6,13.62,rhizosphere,RS,,222,,5/13/23,11,sample,,rhizo_assembly
RS_223,RS_223,Zeb,growth,R7,5,19-Oct,Zeb_growth_R7_5,28.3,27.38,24.72,16.27,11.11,8.45,rhizosphere,RS,,223,,5/13/23,11,sample,,rhizo_assembly
RS_224,RS_224,Zeb,growth,V1,2,25-Aug,Zeb_growth_V1_2,6.7,5.46,3.08,2.5,2.96,0.58,rhizosphere,RS,,224,,5/13/23,11,sample,,rhizo_assembly
RS_225,RS_225,Zeb,growth,V3,3,30-Aug,Zeb_growth_V3_3,10.5,6.19,3.34,2.5,3.69,0.84,rhizosphere,RS,,225,,5/13/23,11,sample,,rhizo_assembly
RS_226,RS_226,Zeb,time,day14,1,19-Aug,Zeb_time_day14_1,4.8,4.04,3,2.5,1.54,0.5,rhizosphere,RS,,226,,5/13/23,11,sample,,rhizo_assembly
RS_227,RS_227,Zeb,time,day14,2,19-Aug,Zeb_time_day14_2,5,4.21,2.96,2.5,1.71,0.46,rhizosphere,RS,,227,,5/13/23,11,sample,,rhizo_assembly
RS_228,RS_228,Zeb,time,day35,4,9-Sep,Zeb_time_day35_4,13.4,24.01,18.07,16.27,7.74,1.8,rhizosphere,RS,,228,,5/13/23,11,sample,,rhizo_assembly
RS_229,RS_229,Zeb,time,day35,5,9-Sep,Zeb_time_day35_5,14.6,19.97,17.02,16.27,3.7,0.75,rhizosphere,RS,,229,,5/13/23,11,sample,,rhizo_assembly
RS_230,RS_230,Zeb,time,day49,3,23-Sep,Zeb_time_day49_3,24.4,28.32,18.98,16.27,12.05,2.71,rhizosphere,RS,,230,,5/13/23,11,sample,,rhizo_assembly
RS_231,RS_231,Zeb,time,day7,4,12-Aug,Zeb_time_day7_4,1.2,3.85,3.05,2.5,1.35,0.55,rhizosphere,RS,,231,,5/13/23,11,sample,,rhizo_assembly
RS_232,RS_232,,,,,,Negative_group11,,,,,,,rhizosphere,RS,,232,,5/13/23,11,control,negative,rhizo_assembly
RS_233,RS_233,Control,growth,R1,1,31-Aug,Control_growth_R1_1,22.9,28.81,18.34,16.27,12.54,2.07,rhizosphere,RS,,233,,5/15/23,12,sample,,rhizo_assembly
RS_234,RS_234,Control,growth,R1,2,31-Aug,Control_growth_R1_2,26.7,28.23,18.37,16.27,11.96,2.1,rhizosphere,RS,,234,,5/15/23,12,sample,,rhizo_assembly
RS_235,RS_235,Control,growth,R4,2,11-Sep,Control_growth_R4_2,25.1,53.66,21.35,16.27,37.39,5.08,rhizosphere,RS,,235,,5/15/23,12,sample,,rhizo_assembly
RS_236,RS_236,Control,growth,V1,3,15-Aug,Control_growth_V1_3,12.4,,3.07,2.5,,0.57,rhizosphere,RS,,236,,5/15/23,12,sample,,rhizo_assembly
RS_237,RS_237,Control,growth,V3,4,24-Aug,Control_growth_V3_4,17.5,21.65,17.65,16.27,5.38,1.38,rhizosphere,RS,,237,,5/15/23,12,sample,,rhizo_assembly
RS_238,RS_238,Control,growth,V3,5,24-Aug,Control_growth_V3_5,13.9,19.94,17.49,16.27,3.67,1.22,rhizosphere,RS,,238,,5/15/23,12,sample,,rhizo_assembly
RS_239,RS_239,Control,time,day14,5,19-Aug,Control_time_day14_5,10.7,20.01,16.81,16.27,3.74,0.54,rhizosphere,RS,,239,,5/15/23,12,sample,,rhizo_assembly
RS_240,RS_240,Control,time,day21,3,26-Aug,Control_time_day21_3,17.6,23.51,17.62,16.27,7.24,1.35,rhizosphere,RS,,240,,5/15/23,12,sample,,rhizo_assembly
RS_241,RS_241,Control,time,day21,4,26-Aug,Control_time_day21_4,19.6,24.39,17.77,16.27,8.12,1.5,rhizosphere,RS,,241,,5/15/23,12,sample,,rhizo_assembly
RS_242,RS_242,Control,time,day3,1,8-Aug,Control_time_day3_1,0,,,,,,rhizosphere,RS,,242,,5/15/23,12,sample,,rhizo_assembly
RS_243,RS_243,Control,time,day3,2,8-Aug,Control_time_day3_2,0,,,,,,rhizosphere,RS,,243,,5/15/23,12,sample,,rhizo_assembly
RS_244,RS_244,Control,time,day63,1,7-Oct,Control_time_day63_1,31.5,36.61,28.26,16.27,20.34,11.99,rhizosphere,RS,,244,,5/15/23,12,sample,,rhizo_assembly
RS_245,RS_245,Zeb,growth,V4,3,6-Sep,Zeb_growth_V4_3,15.1,12.32,9.33,8.88,3.44,0.45,rhizosphere,RS,,245,,5/15/23,12,sample,,rhizo_assembly
RS_246,RS_246,Zeb,growth,V4,5,6-Sep,Zeb_growth_V4_5,13,15.43,10.12,8.88,6.55,1.24,rhizosphere,RS,,246,,5/15/23,12,sample,,rhizo_assembly
RS_247,RS_247,Zeb,time,day21,4,26-Aug,Zeb_time_day21_4,4.4,4.45,3.01,2.5,1.95,0.51,rhizosphere,RS,,247,,5/15/23,12,sample,,rhizo_assembly
RS_248,RS_248,Zeb,time,day3,2,8-Aug,Zeb_time_day3_2,0,,,,,,rhizosphere,RS,,248,,5/15/23,12,sample,,rhizo_assembly
RS_249,RS_249,Zeb,time,day35,3,9-Sep,Zeb_time_day35_3,20.7,22.87,17.75,16.27,6.6,1.48,rhizosphere,RS,,249,,5/15/23,12,sample,,rhizo_assembly
RS_250,RS_250,Zeb,time,day49,4,23-Sep,Zeb_time_day49_4,24.3,37.2,21.5,16.27,20.93,5.23,rhizosphere,RS,,250,,5/15/23,12,sample,,rhizo_assembly
RS_251,RS_251,Zeb,time,day63,4,7-Oct,Zeb_time_day63_4,20.1,42.07,21.75,16.27,25.8,5.48,rhizosphere,RS,,251,,5/15/23,12,sample,,rhizo_assembly
RS_252,RS_252,Zeb,time,day7,5,12-Aug,Zeb_time_day7_5,1.8,3.95,2.97,2.5,1.45,0.47,rhizosphere,RS,,252,,5/15/23,12,sample,,rhizo_assembly
RS_253,RS_253,,,,,,Negative_group12,,,,,,,rhizosphere,RS,,253,,5/15/23,12,control,negative,rhizo_assembly
RS_254,RS_254,Control,growth,R4,3,11-Sep,Control_growth_R4_3,30.8,58.02,21.42,16.27,41.75,5.15,rhizosphere,RS,,254,,5/15/23,13,sample,,rhizo_assembly
RS_255,RS_255,Control,growth,V1,4,15-Aug,Control_growth_V1_4,10.6,,2.95,2.5,,0.45,rhizosphere,RS,,255,,5/15/23,13,sample,,rhizo_assembly
RS_256,RS_256,Control,growth,V2,3,19-Aug,Control_growth_V2_3,13.7,21.07,17.14,16.27,4.8,0.87,rhizosphere,RS,,256,,5/15/23,13,sample,,rhizo_assembly
RS_257,RS_257,Control,growth,V2,5,19-Aug,Control_growth_V2_5,9.9,20.11,17.02,16.27,3.84,0.75,rhizosphere,RS,,257,,5/15/23,13,sample,,rhizo_assembly
RS_258,RS_258,Control,time,day21,1,26-Aug,Control_time_day21_1,14.9,22.26,17.56,16.27,5.99,1.29,rhizosphere,RS,,258,,5/15/23,13,sample,,rhizo_assembly
RS_259,RS_259,Control,time,day3,4,8-Aug,Control_time_day3_4,0,,,,,,rhizosphere,RS,,259,,5/15/23,13,sample,,rhizo_assembly
RS_260,RS_260,Control,time,day35,5,9-Sep,Control_time_day35_5,32,49.2,21.72,16.27,32.93,5.45,rhizosphere,RS,,260,,5/15/23,13,sample,,rhizo_assembly
RS_261,RS_261,Control,time,day63,4,7-Oct,Control_time_day63_4,29.9,40.98,28.57,16.27,24.71,12.3,rhizosphere,RS,,261,,5/15/23,13,sample,,rhizo_assembly
RS_262,RS_262,Zeb,growth,R1,1,11-Sep,Zeb_growth_R1_1,9.8,20.32,16.52,16.27,4.05,0.25,rhizosphere,RS,,262,,5/15/23,13,sample,,rhizo_assembly
RS_263,RS_263,Zeb,growth,R1,4,11-Sep,Zeb_growth_R1_4,37.5,27.37,18.03,16.27,11.1,1.76,rhizosphere,RS,,263,,5/15/23,13,sample,,rhizo_assembly
RS_264,RS_264,Zeb,growth,R4,3,29-Sep,Zeb_growth_R4_3,19.5,53.28,21.65,16.27,37.01,5.38,rhizosphere,RS,,264,,5/15/23,13,sample,,rhizo_assembly
RS_265,RS_265,Zeb,growth,R4,5,29-Sep,Zeb_growth_R4_5,21.4,59.32,24.23,16.27,43.05,7.96,rhizosphere,RS,,265,,5/15/23,13,sample,,rhizo_assembly
RS_266,RS_266,Zeb,growth,V1,1,25-Aug,Zeb_growth_V1_1,7.8,5.4,3.11,2.5,2.9,0.61,rhizosphere,RS,,266,,5/15/23,13,sample,,rhizo_assembly
RS_267,RS_267,Zeb,growth,V3,1,30-Aug,Zeb_growth_V3_1,11.6,6.43,3.21,2.5,3.93,0.71,rhizosphere,RS,,267,,5/15/23,13,sample,,rhizo_assembly
RS_268,RS_268,Zeb,time,day14,3,19-Aug,Zeb_time_day14_3,4.7,4.26,2.93,2.5,1.76,0.43,rhizosphere,RS,,268,,5/15/23,13,sample,,rhizo_assembly
RS_269,RS_269,Zeb,time,day21,1,26-Aug,Zeb_time_day21_1,6.2,4.31,2.92,2.5,1.81,0.42,rhizosphere,RS,,269,,5/15/23,13,sample,,rhizo_assembly
RS_270,RS_270,Zeb,time,day21,2,26-Aug,Zeb_time_day21_2,9.5,5.48,3.04,2.5,2.98,0.54,rhizosphere,RS,,270,,5/15/23,13,sample,,rhizo_assembly
RS_271,RS_271,Zeb,time,day35,2,9-Sep,Zeb_time_day35_2,11.8,21.59,17.16,16.27,5.32,0.89,rhizosphere,RS,,271,,5/15/23,13,sample,,rhizo_assembly
RS_272,RS_272,Zeb,time,day49,1,23-Sep,Zeb_time_day49_1,13.4,30.33,19.55,16.27,14.06,3.28,rhizosphere,RS,,272,,5/15/23,13,sample,,rhizo_assembly
RS_273,RS_273,Zeb,time,day7,2,12-Aug,Zeb_time_day7_2,1,3.88,3.05,2.5,1.38,0.55,rhizosphere,RS,,273,,5/15/23,13,sample,,rhizo_assembly
RS_274,RS_274,,,,,,Negative_group13,,,,,,,rhizosphere,RS,,274,,5/15/23,13,control,negative,rhizo_assembly
RS_275,RS_275,Control,growth,R1,3,31-Aug,Control_growth_R1_3,21.7,26.59,18.18,16.27,10.32,1.91,rhizosphere,RS,,275,,5/15/23,14,sample,,rhizo_assembly
RS_276,RS_276,Control,growth,R4,4,11-Sep,Control_growth_R4_4,33.4,58.66,21.6,16.27,42.39,5.33,rhizosphere,RS,,276,,5/15/23,14,sample,,rhizo_assembly
RS_277,RS_277,Control,growth,R7,3,28-Sep,Control_growth_R7_3,32,52.15,27.83,16.27,35.88,11.56,rhizosphere,RS,,277,,5/15/23,14,sample,,rhizo_assembly
RS_278,RS_278,Control,growth,V2,2,19-Aug,Control_growth_V2_2,9.1,20,17.09,16.27,3.73,0.82,rhizosphere,RS,,278,,5/15/23,14,sample,,rhizo_assembly
RS_279,RS_279,Control,growth,V4,5,30-Aug,Control_growth_V4_5,29.8,31.11,18.92,16.27,14.84,2.65,rhizosphere,RS,,279,,5/15/23,14,sample,,rhizo_assembly
RS_280,RS_280,Control,time,day14,4,19-Aug,Control_time_day14_4,10.4,19.69,16.94,16.27,3.42,0.67,rhizosphere,RS,,280,,5/15/23,14,sample,,rhizo_assembly
RS_281,RS_281,Control,time,day35,1,9-Sep,Control_time_day35_1,34.4,53.91,22.19,16.27,37.64,5.92,rhizosphere,RS,,281,,5/15/23,14,sample,,rhizo_assembly
RS_282,RS_282,Control,time,day49,3,23-Sep,Control_time_day49_3,30.1,63.76,27.29,16.27,47.49,11.02,rhizosphere,RS,,282,,5/15/23,14,sample,,rhizo_assembly
RS_283,RS_283,Control,time,day63,2,7-Oct,Control_time_day63_2,33,34.21,27.25,16.27,17.94,10.98,rhizosphere,RS,,283,,5/15/23,14,sample,,rhizo_assembly
RS_284,RS_284,Control,time,day7,1,12-Aug,Control_time_day7_1,9.1,4.59,2.95,2.5,2.09,0.45,rhizosphere,RS,,284,,5/15/23,14,sample,,rhizo_assembly
RS_285,RS_285,Control,time,day7,3,12-Aug,Control_time_day7_3,8,4.55,2.94,2.5,2.05,0.44,rhizosphere,RS,,285,,5/15/23,14,sample,,rhizo_assembly
RS_286,RS_286,Zeb,growth,R4,2,29-Sep,Zeb_growth_R4_2,13.9,55.41,22.42,16.27,39.14,6.15,rhizosphere,RS,,286,,5/15/23,14,sample,,rhizo_assembly
RS_287,RS_287,Zeb,growth,R7,1,19-Oct,Zeb_growth_R7_1,20.3,30.01,26.03,16.27,13.74,9.76,rhizosphere,RS,,287,,5/15/23,14,sample,,rhizo_assembly
RS_288,RS_288,Zeb,growth,V3,5,30-Aug,Zeb_growth_V3_5,11.2,5.71,3.15,2.5,3.21,0.65,rhizosphere,RS,,288,,5/15/23,14,sample,,rhizo_assembly
RS_289,RS_289,Zeb,growth,V4,2,6-Sep,Zeb_growth_V4_2,19.2,13.55,9.83,8.88,4.67,0.95,rhizosphere,RS,,289,,5/15/23,14,sample,,rhizo_assembly
RS_290,RS_290,Zeb,growth,V4,4,6-Sep,Zeb_growth_V4_4,9.6,12.62,9.41,8.88,3.74,0.53,rhizosphere,RS,,290,,5/15/23,14,sample,,rhizo_assembly
RS_291,RS_291,Zeb,time,day14,4,19-Aug,Zeb_time_day14_4,4.9,4.09,3,2.5,1.59,0.5,rhizosphere,RS,,291,,5/15/23,14,sample,,rhizo_assembly
RS_292,RS_292,Zeb,time,day21,3,26-Aug,Zeb_time_day21_3,6.5,4.31,2.89,2.5,1.81,0.39,rhizosphere,RS,,292,,5/15/23,14,sample,,rhizo_assembly
RS_293,RS_293,Zeb,time,day3,3,8-Aug,Zeb_time_day3_3,0,,,,,,rhizosphere,RS,,293,,5/15/23,14,sample,,rhizo_assembly
RS_294,RS_294,Zeb,time,day63,5,7-Oct,Zeb_time_day63_5,18.4,41.63,22.26,16.27,25.36,5.99,rhizosphere,RS,,294,,5/15/23,14,sample,,rhizo_assembly
RS_295,RS_295,,,,,,Negative_group14,,,,,,,rhizosphere,RS,,295,,5/15/23,14,control,negative,rhizo_assembly
RS_296,RS_296,,,,,,Mock_positive_rhizosphere,,,,,,,rhizosphere,RS,,296,,5/15/23,14,control,positive,rhizo_assembly
RTSF_NTC_2015,RTSF_NTC_2015,,,,,,Seq_negative,,,,,,,control,,,,,,,control,negative,rhizo_assembly
RTSF_NTC_2102,RTSF_NTC_2102,,,,,,Seq_negative,,,,,,,control,,,,,,,control,negative,rhizo_assembly
RTSF_NTC_2104,RTSF_NTC_2104,,,,,,Seq_negative,,,,,,,control,,,,,,,control,negative,rhizo_assembly
RTSF_NTC_2105,RTSF_NTC_2105,,,,,,Seq_negative,,,,,,,control,,,,,,,control,negative,rhizo_assembly
RTSF_NTC_2114,RTSF_NTC_2114,,,,,,Seq_negative,,,,,,,control,,,,,,,control,negative,rhizo_assembly
Seed_Control_1,Seed_Control_1,Control,,,,,Seed_Control_1,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Control_2,Seed_Control_2,Control,,,,,Seed_Control_2,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Control_3,Seed_Control_3,Control,,,,,Seed_Control_3,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Control_4,Seed_Control_4,Control,,,,,Seed_Control_4,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Control_5,Seed_Control_5,Control,,,,,Seed_Control_5,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Control_6,Seed_Control_6,Control,,,,,Seed_Control_6,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Neg,Seed_Neg,,,,,,Seed_Neg,,,,,,,control,,,,,,,control,negative,seed_control
Seed_Pos,Seed_Pos,,,,,,Seed_Pos,,,,,,,control,,,,,,,control,positive,seed_control
Seed_Zeb_1,Seed_Zeb_1,Zeb,,,,,Seed_Zeb_1,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Zeb_2,Seed_Zeb_2,Zeb,,,,,Seed_Zeb_2,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Zeb_3,Seed_Zeb_3,Zeb,,,,,Seed_Zeb_3,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Zeb_4,Seed_Zeb_4,Zeb,,,,,Seed_Zeb_4,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Zeb_5,Seed_Zeb_5,Zeb,,,,,Seed_Zeb_5,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Zeb_6,Seed_Zeb_6,Zeb,,,,,Seed_Zeb_6,,,,,,,seed,,,,,,,sample,,seed_control
ZymoMockDNA_2103,ZymoMockDNA_2103,,,,,,ZymoMockDNA_2103,,,,,,,control,,,,,,,control,positive,rhizo_assembly